filename,size,uri,download_url
laa0050v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0050v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0050v.164::0
laa0050v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0050v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0050v.164.jpeg::0
laa0051v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0051v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0051v.164::0
laa0051v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0051v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0051v.164.jpeg::0
laa0052v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0052v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0052v.164::0
laa0052v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0052v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0052v.164.jpeg::0
laa0053v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0053v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0053v.164::0
laa0053v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0053v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0053v.164.jpeg::0
laa0054v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0054v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0054v.164::0
laa0054v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0054v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0054v.164.jpeg::0
laa0055v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0055v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0055v.164::0
laa0055v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0055v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0055v.164.jpeg::0
laa0056v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0056v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0056v.164::0
laa0056v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0056v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0056v.164.jpeg::0
laa0057v.164,230431,atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0057v.164,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/lun164/laxxxxxx/laxxxxxv/laa0057v.164::0
laa0057v.164.jpeg,null,atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0057v.164.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:clem:clementine:/cl_0036/extras/browse/lun164/laxxxxxx/laxxxxxv/laa0057v.164.jpeg::0
